"apn","pstreet_addr","pcity","pstate","pzip","plon","plat","pminx","pminy","pmaxx","pmaxy","planduse","pfull_address","parcel_dir"
"110372013","3571 CARDINAL DR","Concord","CA",94520,-122.030995237,37.9998132379,-122.031198354,37.9996726316,-122.030792117,37.999954123,NA,"3571 CARDINAL DR,Concord,CA,94520",6013
"16229006","617 ELLEN LYNN ST","Redwood Valley","CA",95470,-123.215549237,39.2692192658,-123.215712994,39.26882313,-123.215369875,39.2696104305,NA,"617 ELLEN LYNN ST,Redwood Valley,CA,95470",6045
"31553036","2873 TAMARACK AVE","SANGER","CA",93657,-119.578278303,36.7158704115,-119.578403359,36.7157396098,-119.578155851,36.7160099638,"10","2873 TAMARACK AVE,SANGER,CA,93657",6019
"5183022021","2195 Whittier Blvd",NA,"CA",90023,-118.21859226,34.0360010858,-118.218716844,34.0358029014,-118.218361594,34.0361255221,"1210","2195 Whittier Blvd,NA,CA,90023",6037
"1330200025","3323 TURNOUT PARK CIR","Oxnard","CA",93036,-119.162948964,34.2468753371,-119.165523208,34.2444453064,-119.161209449,34.2487077428,NA,"3323 TURNOUT PARK CIR,Oxnard,CA,93036",6111
"028220019000","10214 KANSAS AVE","Hanford","CA",93230,-119.641181299,36.2120094264,-119.641656778,36.2113937566,-119.640406848,36.213084421,"1990","10214 KANSAS AVE,Hanford,CA,93230",6031
"080G140400300","15205 DAYTON CT","San Leandro","CA",94579,-122.158829855,37.6880880602,-122.159036269,37.6880119901,-122.158625098,37.6881646111,"1100","15205 DAYTON CT,San Leandro,CA,94579",6001
"41427024","3636 MAY LN","San Jose","CA",95124,-121.937803099,37.2607967617,-121.938068782,37.2606119031,-121.937611895,37.2609925168,NA,"3636 MAY LN,San Jose,CA,95124",6085
"45430123","4231 E WHITE AVE","FRESNO","CA",93702,-119.753588202,36.7516380965,-119.753657149,36.751463609,-119.753519262,36.7518125775,"11","4231 E WHITE AVE,FRESNO,CA,93702",6019
"5410012008","620 Gibbons St","Lincoln Heights","CA",90031,-118.22337914,34.0666790673,-118.22363939,34.0665422039,-118.223118889,34.0668159308,"3100","620 Gibbons St,Lincoln Heights,CA,90031",6037
"5835840100","609 CARLSBAD ST","Spring Valley","CA",91977,-117.017128956,32.7052044114,-117.017275965,32.7050293205,-117.016958058,32.7053828242,NA,"609 CARLSBAD ST,Spring Valley,CA,91977",6073
"00325117","3197 CLARK ST","Placerville","CA",95667,-120.79671239,38.7238091137,-120.796957369,38.7237089784,-120.796484648,38.7239366333,"11","3197 CLARK ST,Placerville,CA,95667",6017
"3102015038","5345 Columbia Way","Del Sur","CA",93536,-118.226366434,34.6461269234,-118.226529113,34.6457371264,-118.226201811,34.6465188383,"0100","5345 Columbia Way,Del Sur,CA,93536",6037
"8224004008","933 Cancho Dr",NA,"CA",90631,-117.988069688,33.951805145,-117.98843279,33.9515139552,-117.987840848,33.9522261342,"0101","933 Cancho Dr,NA,CA,90631",6037
"5836830900","573 HOTZ ST","Spring Valley","CA",91977,-117.019326205,32.7038553875,-117.019496903,32.7037151545,-117.019140739,32.7039978412,NA,"573 HOTZ ST,Spring Valley,CA,91977",6073
"614540064","82747 MATTHAU DR","Chiriaco Smt","CA",92201,-116.219351135,33.6863350603,-116.219493223,33.6861813333,-116.219215291,33.6864894647,NA,"82747 MATTHAU DR,Chiriaco Smt,CA,92201",6065
"7748839536","410 S 1ST ST","El Cajon","CA",92020,-116.946399425,32.7904324542,-116.948098257,32.7896357451,-116.944696853,32.7912283354,NA,"410 S 1ST ST,El Cajon,CA,92020",6073
"4290413502","2876 W CANYON AVE","San Diego","CA",92123,-117.119765217,32.7985830723,-117.120185984,32.7981634641,-117.119347639,32.7990109536,NA,"2876 W CANYON AVE,San Diego,CA,92123",6073
"6024020071","1333 E 75th St","Firestone Park","CA",90001,-118.250943764,33.9727859147,-118.251009867,33.9726201284,-118.250877613,33.9729520429,"0200","1333 E 75th St,Firestone Park,CA,90001",6037
"011-183-18","132 LAUREL PL","San Rafael","CA",94901,-122.524542083,37.9755289486,-122.52465578,37.9753702202,-122.524426761,37.9756870564,"11","132 LAUREL PL,San Rafael,CA,94901",6041
"8732015040","2038 Illinois St","West Covina","CA",91792,-117.901278811,34.0141674702,-117.901325414,34.0140815267,-117.901232184,34.0142533659,"010D","2038 Illinois St,West Covina,CA,91792",6037
"315070021","18867 ALEXANDER ST","Perris","CA",92570,-117.306131472,33.8456460331,-117.307228294,33.845175498,-117.305034403,33.8461188822,NA,"18867 ALEXANDER ST,Perris,CA,92570",6065
"018-830-011","863 1ST ST W","Sonoma","CA",95476,-122.460721783,38.2858707837,-122.460789189,38.2857567393,-122.460654434,38.2859846747,NA,"863 1ST ST W,Sonoma,CA,95476",6097
"11116110","29 HAVEN CT","Whitethorn","CA",95589,-124.058182827,40.0305880532,-124.058323573,40.0304359764,-124.058041735,40.0307396655,"RS-5-S1-Q/","29 HAVEN CT,Whitethorn,CA,95589",6023
"5432021005","2249 Kenilworth Ave",NA,"CA",90039,-118.267532376,34.1004192433,-118.267685545,34.1003352378,-118.267387692,34.10050161,"0100","2249 Kenilworth Ave,NA,CA,90039",6037
"4712520200","4555 EL CAJON BLVD","San Diego","CA",92115,-117.096107413,32.7552053773,-117.096212611,32.7550346199,-117.09600498,32.7553889552,NA,"4555 EL CAJON BLVD,San Diego,CA,92115",6073
"476055001","32315 SAFFLOWER ST","Winchester","CA",92596,-117.095775145,33.6188164608,-117.09589095,33.6186035579,-117.095666089,33.618997197,NA,"32315 SAFFLOWER ST,Winchester,CA,92596",6065
"442140021","361 OLYMPIA WAY","Hemet","CA",92543,-116.983724158,33.7419181194,-116.983873103,33.7418085205,-116.983577528,33.7420372607,NA,"361 OLYMPIA WAY,Hemet,CA,92543",6065
"074111031","595 Binscarth Rd","Los Osos","CA",93402,-120.843268212,35.3182843879,-120.843318212,35.3181462525,-120.843217596,35.3184210726,NA,"595 Binscarth Rd,Los Osos,CA,93402",6079
"2158140742","7210 BLUE HERON PL","Carlsbad","CA",92011,-117.283772892,33.0993531639,-117.283955833,33.0991938696,-117.283567925,33.0995130113,NA,"7210 BLUE HERON PL,Carlsbad,CA,92011",6073
"7380001039","1243 E Gladwick St",NA,"CA",90746,-118.249635557,33.8525733973,-118.249721168,33.8524331728,-118.249548176,33.8527146235,"0100","1243 E Gladwick St,NA,CA,90746",6037
"56922074","5184 AMELIA DR","San Jose","CA",95118,-121.899035148,37.2494335628,-121.899243576,37.2492928825,-121.898826981,37.249574768,NA,"5184 AMELIA DR,San Jose,CA,95118",6085
"612243020","48370 CAMINO MAYA","Coachella","CA",92236,-116.209870229,33.6978709547,-116.210053596,33.697777737,-116.209691451,33.6979664085,NA,"48370 CAMINO MAYA,Coachella,CA,92236",6065
"456182023","751 ASHLEY ST","Hemet","CA",92545,-116.996570447,33.7355580308,-116.996733855,33.7354886666,-116.996405322,33.7356258541,NA,"751 ASHLEY ST,Hemet,CA,92545",6065
"1020274235","430 MORRISON LN","Santa Paula","CA",93060,-119.089912291,34.3501005232,-119.090158345,34.3499025563,-119.089715239,34.3502585243,NA,"430 MORRISON LN,Santa Paula,CA,93060",6111
"5478030018","519 Nolden St",NA,"CA",90042,-118.196344818,34.1158361631,-118.196541367,34.1157414703,-118.19614816,34.1159310059,"0100","519 Nolden St,NA,CA,90042",6037
"013-450-29-1","38397 BERESFORD WAY","Mineral",NA,96063,-121.59562744,40.3492979802,-121.595792937,40.3491401643,-121.595462194,40.3494559523,"Y601","38397 BERESFORD WAY,Mineral,NA,96063",6103
"2255027043","17130 Burbank Blvd","Encino","CA",91316,-118.506579305,34.1718042361,-118.507640628,34.1714408367,-118.505557586,34.1721245,"010C","17130 Burbank Blvd,Encino,CA,91316",6037
"5593022017","4107 Sequoia St","Los Angeles","CA",90039,-118.268698887,34.1364123863,-118.268782877,34.1362095491,-118.268614892,34.1366152223,"0100","4107 Sequoia St,Los Angeles,CA,90039",6037
"4250030021","3018 Stoner Ave",NA,"CA",90066,-118.438537184,34.0213510462,-118.438719188,34.0212155191,-118.438355152,34.0214865633,"0100","3018 Stoner Ave,NA,CA,90066",6037
"32509025","1019 CHERRY AVE","SANGER","CA",93657,-119.551265445,36.6935298,-119.551383017,36.693398923,-119.551148017,36.693661208,"11","1019 CHERRY AVE,SANGER,CA,93657",6019
"069061141","21163 TULARE ST",NA,NA,93249,-119.693281745,35.6137301138,-119.693367935,35.6135268261,-119.693196922,35.6139345124,"0190","21163 TULARE ST,NA,NA,93249",6029
"8704024015","23 Sunset Ridge Cir",NA,"CA",91766,-117.770242703,34.0393769816,-117.770505874,34.0392486215,-117.769974757,34.0395048606,"0100","23 Sunset Ridge Cir,NA,CA,91766",6037
"01002940220000","2943 2ND AVE","Sacramento","CA",95817,-121.47525935,38.5549397873,-121.475409476,38.5547274696,-121.475118303,38.5551535326,NA,"2943 2ND AVE,Sacramento,CA,95817",6067
"137-360-062","1902 SPENCER WAY","Petaluma","CA",94954,-122.645578943,38.274681131,-122.645817064,38.2744934583,-122.645346766,38.2748545433,NA,"1902 SPENCER WAY,Petaluma,CA,94954",6097
"128370042","1133 MEADOW LN","Concord","CA",94520,-122.041097266,37.9573555244,-122.041157213,37.9573016859,-122.041036696,37.9574098567,NA,"1133 MEADOW LN,Concord,CA,94520",6013
"065 265404400","1045 TALBOT AVE","Albany","CA",94706,-122.293575261,37.8858326572,-122.293765925,37.8857300792,-122.29338443,37.8859354382,"1100","1045 TALBOT AVE,Albany,CA,94706",6001
"087 033406200","1149 SILVER ST","Union City","CA",94587,-122.007046976,37.5847780276,-122.007222411,37.5846861353,-122.006865185,37.5848807382,"1100","1149 SILVER ST,Union City,CA,94587",6001
"2050344065","4121 FRANCISCO PL","Oxnard","CA",93033,-119.18342459,34.1621043807,-119.183594,34.1620191871,-119.183255623,34.1621899147,NA,"4121 FRANCISCO PL,Oxnard,CA,93033",6111
"5555003067","1215 N Olive Dr","West Hollywood","CA",90069,-118.374294491,34.092198663,-118.374523726,34.091993188,-118.374065142,34.0924038511,"010C","1215 N Olive Dr,West Hollywood,CA,90069",6037
"11518605","3717 MARIPOSA SPRINGS DR","El Dorado Hills","CA",95762,-121.011164748,38.6823478774,-121.011323769,38.6821457118,-121.011022767,38.6825397818,"11","3717 MARIPOSA SPRINGS DR,El Dorado Hills,CA,95762",6017
"4274042","1344 YORK ST","San Francisco","CA",94110,-122.408238482,37.7504484208,-122.40841552,37.7504023776,-122.408061445,37.750494464,NA,"1344 YORK ST,San Francisco,CA,94110",6075
"21005408","2238 RUN DOWN ACRES LN","Bridgeville",NA,95526,-123.693184583,40.4447962329,-123.701476649,40.4416966643,-123.681601445,40.449045163,"AE;TPZ","2238 RUN DOWN ACRES LN,Bridgeville,NA,95526",6023
"549391012","25310 AVENIDA CHAGRES","Hemet","CA",92544,-116.902508008,33.7537596525,-116.902690097,33.7536683989,-116.902325828,33.7538508197,NA,"25310 AVENIDA CHAGRES,Hemet,CA,92544",6065
"359-010-005-000","11 TREHOWELL CT","Roseville","CA",95678,-121.293562237,38.7726107678,-121.293810696,38.772422385,-121.29335762,38.7727936207,"01","11 TREHOWELL CT,Roseville,CA,95678",6061
"5622008018","1718 W Mountain St","Glendale","CA",91201,-118.279572045,34.181832303,-118.279774582,34.1816526091,-118.27936912,34.1820116289,"0100","1718 W Mountain St,Glendale,CA,91201",6037
"046560327","26427 ANCHORAGE LN",NA,NA,92342,-117.350562373,34.7314877244,-117.350796886,34.7313110087,-117.35032786,34.7316644404,"510","26427 ANCHORAGE LN,NA,NA,92342",6071
"6710620100","5381 COLE ST","San Diego","CA",92117,-117.201764514,32.8429924014,-117.201953388,32.8428723969,-117.20157536,32.8431112132,NA,"5381 COLE ST,San Diego,CA,92117",6073
"054-251-51","221 VIA NOVELLA","Aptos","CA",95003,-121.868358713,36.9473785446,-121.868508198,36.9472244835,-121.868209159,36.9475324508,"020","221 VIA NOVELLA,Aptos,CA,95003",6087
"5108003002","4506 Avalon Blvd","Los Angeles","CA",90011,-118.264845832,34.0022507058,-118.265077157,34.0021874043,-118.264614474,34.0023139951,"1210","4506 Avalon Blvd,Los Angeles,CA,90011",6037
"6193022026","4229 Mlk Jr Blvd","Lynwood","CA",90262,-118.190669613,33.9230528997,-118.190840325,33.9229043157,-118.190498971,33.9232016716,"0300","4229 Mlk Jr Blvd,Lynwood,CA,90262",6037
"2808008008","26901 Barbacoa Pl","Santa Clarita","CA",91350,-118.528429941,34.4366180211,-118.528709811,34.4364285516,-118.528265661,34.4367526306,"0100","26901 Barbacoa Pl,Santa Clarita,CA,91350",6037
"029702118","31019 GREENSPOT RD",NA,NA,92359,-117.126322398,34.1142412224,-117.127075477,34.1120415931,-117.125777942,34.1167352614,"857","31019 GREENSPOT RD,NA,NA,92359",6071
"583230006","46720 HIGHWAY 371",NA,NA,92536,-116.857138206,33.4457477815,-116.857875783,33.4452944388,-116.856641992,33.446760221,NA,"46720 HIGHWAY 371,NA,NA,92536",6065
"455 007607000","2071 EVERGLADE ST","Hayward","CA",94545,-122.086775623,37.6251754814,-122.086945584,37.6250989667,-122.08660434,37.6252524385,"1100","2071 EVERGLADE ST,Hayward,CA,94545",6001
"2092052","1900 43RD AVE","San Francisco","CA",94116,-122.501806966,37.7511077902,-122.501930129,37.7510692363,-122.501683804,37.7511463444,NA,"1900 43RD AVE,San Francisco,CA,94116",6075
"337114002","26241 BURLINGTON WAY","Sun City","CA",92586,-117.20465422,33.7063388923,-117.20482528,33.7061744343,-117.204462096,33.7065124761,NA,"26241 BURLINGTON WAY,Sun City,CA,92586",6065
"70123036","18905 GRAYSTONE LN","San Jose","CA",95120,-121.841158357,37.2180105569,-121.842024813,37.2173086342,-121.84053715,37.2185553822,NA,"18905 GRAYSTONE LN,San Jose,CA,95120",6085
"021-101-07","961 BLUEBERRY CT","Scotts Valley","CA",95066,-122.033797622,37.0378609027,-122.034159813,37.0376316565,-122.03350469,37.0381020582,"020","961 BLUEBERRY CT,Scotts Valley,CA,95066",6087
"19337035","1158 LISA LN","Los Altos","CA",94024,-122.081292131,37.3543435316,-122.081413517,37.3540989519,-122.081173734,37.3545920678,NA,"1158 LISA LN,Los Altos,CA,94024",6085
"049731306","3325 JASPER RD",NA,NA,92311,-117.097631011,34.8841950333,-117.097720741,34.8841450048,-117.09754128,34.8842450617,"530","3325 JASPER RD,NA,NA,92311",6071
"3183900225","10669 CAMINITO DURO","San Diego","CA",92126,-117.128597472,32.9119652179,-117.129155839,32.9111423211,-117.128034931,32.9127971337,NA,"10669 CAMINITO DURO,San Diego,CA,92126",6073
"003141016000","1421 NOREEN WAY","Madera","CA",93638,-120.063755591,36.9798938183,-120.063931255,36.9798108608,-120.063580051,36.9799766048,"RAXX","1421 NOREEN WAY,Madera,CA,93638",6039
"24000410030000","4833 JELA WAY","N Highlands","CA",95660,-121.371692576,38.6534232051,-121.371952445,38.6533195643,-121.371433169,38.6535268989,NA,"4833 JELA WAY,N Highlands,CA,95660",6067
"3001075056","40931 Marble Ct","City Ranch","CA",93551,-118.216191649,34.6254264904,-118.216611567,34.6251874726,-118.215795848,34.6256879875,"010D","40931 Marble Ct,City Ranch,CA,93551",6037
"047-560-048","48 REGENTS CIR","Rohnert Park","CA",94928,-122.681387898,38.3368003536,-122.681509187,38.3367469952,-122.681255915,38.3368481844,NA,"48 REGENTS CIR,Rohnert Park,CA,94928",6097
"7129005004","1724 E Plymouth St",NA,"CA",90805,-118.170908511,33.8532243407,-118.171015992,33.8530448112,-118.170801387,33.8534033719,"0100","1724 E Plymouth St,NA,CA,90805",6037
"062-020-54-1","15920 N MENDOCINO DR","Red Bluff",NA,96080,-122.44452437,40.020384188,-122.445093243,40.0199737448,-122.443978617,40.0208060516,"058","15920 N MENDOCINO DR,Red Bluff,NA,96080",6103
"016436563","1800 E OLD RANCH RD","Colton","CA",92324,-117.297449677,34.0505997874,-117.29753249,34.0505648366,-117.297366865,34.0506347374,"530","1800 E OLD RANCH RD,Colton,CA,92324",6071
"44233018","1885 POTRERO DR","San Jose","CA",95124,-121.923394996,37.2712741243,-121.923546519,37.2711173807,-121.923243129,37.271432276,NA,"1885 POTRERO DR,San Jose,CA,95124",6085
"104837207","511 N CHERRY AVE","Ontario","CA",91764,-117.647467573,34.0687678002,-117.647547959,34.0687222146,-117.647387185,34.0688133868,"510","511 N CHERRY AVE,Ontario,CA,91764",6071
"0690201025","2475 ZUNI CT","Ventura","CA",93001,-119.293210558,34.3054965701,-119.293378181,34.3053469215,-119.292997108,34.3056307893,NA,"2475 ZUNI CT,Ventura,CA,93001",6111
"48453014","2350 MCKEE RD","San Jose","CA",95116,-121.848116472,37.3658864839,-121.848271709,37.3657664902,-121.847967104,37.365993537,NA,"2350 MCKEE RD,San Jose,CA,95116",6085
"30929119","30 SHADOWBROOK ST","Loleta",NA,95551,-124.217880723,40.6448057762,-124.218085177,40.6446857332,-124.217677694,40.644925893,"RS-5-M","30 SHADOWBROOK ST,Loleta,NA,95551",6023
"946 457311600","2062 EILENE DR","Pleasanton","CA",94588,-121.870200962,37.6852091557,-121.870415875,37.6851605081,-121.870008667,37.6852559999,"1100","2062 EILENE DR,Pleasanton,CA,94588",6001
"442093004","214 S WESTERN AVE","Hemet","CA",92543,-116.981140944,33.7449681492,-116.98134148,33.7448973067,-116.980939081,33.7450382697,NA,"214 S WESTERN AVE,Hemet,CA,92543",6065
"112-060-020-000","6950 TOYON RD",NA,NA,96148,-120.049557482,39.2430057049,-120.049715057,39.2428906219,-120.049398554,39.2431178415,"01","6950 TOYON RD,NA,NA,96148",6061
"3110018030","3635 Balmont St",NA,"CA",93536,-118.195131674,34.6609368071,-118.195241209,34.6607960603,-118.195021671,34.6610770484,"0100","3635 Balmont St,NA,CA,93536",6037
"6361006018","9313 Downey Ave","Downey","CA",90240,-118.120266629,33.9589478912,-118.120501006,33.9587578011,-118.120030594,33.9591412992,"0101","9313 Downey Ave,Downey,CA,90240",6037
"00801210090000","5525 J ST","Sacramento","CA",95819,-121.435175235,38.5650828592,-121.435315134,38.5648430228,-121.435034926,38.5653222522,NA,"5525 J ST,Sacramento,CA,95819",6067
"5204015003","2723 N Broadway","Lincoln Heights","CA",90031,-118.213476253,34.074012351,-118.213546192,34.0738081042,-118.213406303,34.0742166022,"1720","2723 N Broadway,Lincoln Heights,CA,90031",6037
"2864004126","26855 Oak Branch Cir","Newhall","CA",91321,-118.473390183,34.4065173939,-118.476140025,34.4046120738,-118.470799342,34.4083568024,"010C","26855 Oak Branch Cir,Newhall,CA,91321",6037
"7380023006","1412 E Turmont St","Carson","CA",90746,-118.245784233,33.8531217856,-118.245871333,33.8529794222,-118.245694749,33.8532656171,"0100","1412 E Turmont St,Carson,CA,90746",6037
"5033704500","8340 BOWEN RD","Lemon Grove","CA",91945,-117.020519939,32.7300270841,-117.020697392,32.7298873106,-117.020345282,32.7301679598,NA,"8340 BOWEN RD,Lemon Grove,CA,91945",6073
"8120010012","1063 Eaglemont Dr",NA,"CA",90601,-118.005591341,34.0352075674,-118.00577713,34.0349862752,-118.00539158,34.0353465283,"0100","1063 Eaglemont Dr,NA,CA,90601",6037
"047-010-011","38186 ROAD 86","Dinuba","CA",93618,-119.378006226,36.4821139194,-119.380218069,36.4802019232,-119.375756276,36.4840067305,NA,"38186 ROAD 86,Dinuba,CA,93618",6107
"11515600370000","8703 AVIARY WOODS WAY","Elk Grove","CA",95624,-121.374849586,38.4414243157,-121.375024281,38.4413574833,-121.374675434,38.4414921246,NA,"8703 AVIARY WOODS WAY,Elk Grove,CA,95624",6067
"5954102412","2235 LAGO VENTANA","Chula Vista","CA",91914,-116.972159194,32.660943789,-116.972697668,32.6605128123,-116.971663833,32.6613294779,NA,"2235 LAGO VENTANA,Chula Vista,CA,91914",6073
"5221004016","5203 Borland Rd","El Sereno Car","CA",90032,-118.170987032,34.0722056513,-118.171150113,34.0720697182,-118.170823951,34.0723415844,"0100","5203 Borland Rd,El Sereno Car,CA,90032",6037
"5763720100","1543 ANGELUS AVE","Lemon Grove","CA",91945,-117.039769024,32.7213390809,-117.0400581,32.7211205221,-117.039479209,32.7215565766,NA,"1543 ANGELUS AVE,Lemon Grove,CA,91945",6073
"052-350-003-000","5431 SCOTTWOOD RD","Paradise","CA",95969,-121.622406377,39.7440849262,-121.62279225,39.7439290727,-121.622019418,39.7442420704,"RS","5431 SCOTTWOOD RD,Paradise,CA,95969",6007
"476-470-010-000","1592 SNAPDRAGON LN","Roseville","CA",95747,-121.328081149,38.7647750151,-121.328173979,38.7646562217,-121.327988828,38.7648965891,"01","1592 SNAPDRAGON LN,Roseville,CA,95747",6061
"1405017","367 28TH AVE","San Francisco","CA",94121,-122.488458059,37.7824845013,-122.488667256,37.7824406868,-122.488248861,37.7825283158,NA,"367 28TH AVE,San Francisco,CA,94121",6075
"247-220-077","583 W BEL AIRE LN","Poplar","CA",93257,-119.03026064,36.0823422784,-119.030367133,36.0821979736,-119.030154171,36.0824864692,NA,"583 W BEL AIRE LN,Poplar,CA,93257",6107
"6131011008","13909 Eadall Ave","August F. Haw","CA",90061,-118.270850025,33.9053016399,-118.271007086,33.9052269311,-118.270673678,33.9053806602,"0100","13909 Eadall Ave,August F. Haw,CA,90061",6037
"018340043000","7274 E ROBERTA WAY",NA,NA,95901,-121.595895353,39.1645345949,-121.596801076,39.1636126533,-121.595106551,39.1655790239,NA,"7274 E ROBERTA WAY,NA,NA,95901",6115
"5538009014","867 N Kenmore Ave","Los Angeles","CA",90029,-118.297275254,34.0876999197,-118.2974361,34.0876260802,-118.297114435,34.0877737704,"0100","867 N Kenmore Ave,Los Angeles,CA,90029",6037
"15850138","500 W MIDDLEFIELD RD","Mountain View","CA",94043,-122.070356898,37.4004745589,-122.070401046,37.4004116514,-122.070312749,37.4005374664,NA,"500 W MIDDLEFIELD RD,Mountain View,CA,94043",6085
"056442015000","1151 PLYMOUTH AVE","Atwater","CA",95301,-120.602883794,37.3043044997,-120.603429511,37.3040949145,-120.60233829,37.3045141102,"101","1151 PLYMOUTH AVE,Atwater,CA,95301",6047
"12734004","2770 ROSS RD","Palo Alto","CA",94303,-122.126218871,37.4350964291,-122.12644871,37.4349621579,-122.125988762,37.4352305468,NA,"2770 ROSS RD,Palo Alto,CA,94303",6085
"50726305S","6548 N TRACY AVE","FRESNO","CA",93722,-119.872265729,36.8326103312,-119.872441956,36.8325257235,-119.872089501,36.8326949386,"11","6548 N TRACY AVE,FRESNO,CA,93722",6019
"579180072","44602 JAY DR",NA,NA,92539,-116.654487909,33.4762028792,-116.655475546,33.4757238087,-116.653502697,33.4766840993,NA,"44602 JAY DR,NA,NA,92539",6065
"3161612900","13175 SCABARD PL","San Diego","CA",92128,-117.090423612,32.9565094223,-117.090762459,32.9563822123,-117.090141783,32.9566235288,NA,"13175 SCABARD PL,San Diego,CA,92128",6073
"519 172100300","701 YUROK CT","Fremont","CA",94539,-121.923175762,37.5136749521,-121.923362153,37.5135770664,-121.922990413,37.5137707018,"1100","701 YUROK CT,Fremont,CA,94539",6001
"1710270385","1277 CALLE BONITA","Camarillo","CA",93012,-118.997835524,34.2304416171,-118.997908493,34.2303863948,-118.997760311,34.2304976188,NA,"1277 CALLE BONITA,Camarillo,CA,93012",6111
"3052057005","36858  33rd St E","Palmdale","CA",93550,-118.069794203,34.5515707123,-118.069969486,34.5514920926,-118.069618812,34.5516493312,"0100","36858  33rd St E,Palmdale,CA,93550",6037
"540340017","1415 OHIO AVE","Richmond","CA",94804,-122.355530479,37.9309854801,-122.35572755,37.9308626126,-122.355334106,37.9311084972,NA,"1415 OHIO AVE,Richmond,CA,94804",6013
"024123134","16570 RAYMOND AVE","Fontana","CA",92336,-117.442978292,34.1164191247,-117.443078135,34.1162333055,-117.44287845,34.1166049402,"510","16570 RAYMOND AVE,Fontana,CA,92336",6071
"13215800750000","5323 JILSON WAY","Elk Grove","CA",95757,-121.441111305,38.3817109548,-121.441262277,38.3815471541,-121.440869426,38.381829203,NA,"5323 JILSON WAY,Elk Grove,CA,95757",6067
"218743002","1835 SAINT NORBERT DR","Danville","CA",94526,-121.969143787,37.7878387391,-121.969357482,37.7876870758,-121.9689298,37.7879825061,NA,"1835 SAINT NORBERT DR,Danville,CA,94526",6013
"7226024020","2205 Mcnab Ave","Long Beach","CA",90815,-118.113110985,33.7964695193,-118.113277364,33.7963900798,-118.112944734,33.796548674,"0100","2205 Mcnab Ave,Long Beach,CA,90815",6037
"6170041085","2067 SAMSON AVE","Santa Susana","CA",93063,-118.727343147,34.2732177817,-118.727523344,34.2731013182,-118.727157925,34.2733421923,NA,"2067 SAMSON AVE,Santa Susana,CA,93063",6111
"2310911214","2094 E GRAND AVE","Escondido","CA",92027,-117.047842365,33.1356552813,-117.048767849,33.1350430704,-117.046974659,33.1362645371,NA,"2094 E GRAND AVE,Escondido,CA,92027",6073
"7762523320","409 PALM AVE","Imperial Bch","CA",91932,-117.124673966,32.5829578065,-117.125225952,32.5820953341,-117.124121154,32.5838115212,NA,"409 PALM AVE,Imperial Bch,CA,91932",6073
"2660017012","15151 Tuba St","Mission Hills","CA",91345,-118.462687866,34.2565768251,-118.462788668,34.2564140901,-118.462587061,34.2567395735,"0101","15151 Tuba St,Mission Hills,CA,91345",6037
"941 281103500","9237 KLEMETSON DR","Pleasanton","CA",94588,-121.937028862,37.6929772403,-121.937387098,37.692796344,-121.936610503,37.6932348811,"1100","9237 KLEMETSON DR,Pleasanton,CA,94588",6001
"1790152645","2103 FOX DEN CT","Oxnard","CA",93036,-119.207906021,34.2250070732,-119.208120751,34.224838604,-119.207691302,34.2251754073,NA,"2103 FOX DEN CT,Oxnard,CA,93036",6111
"957400010","38750 SKY CANYON DR","Murrieta","CA",92563,-117.13618119,33.5561744606,-117.136307537,33.5560657549,-117.136040599,33.5562794942,NA,"38750 SKY CANYON DR,Murrieta,CA,92563",6065
"40305221","2304 DORVAL DR","San Jose","CA",95130,-121.97818424,37.2806087775,-121.97837816,37.2805211048,-121.977989475,37.2806959406,NA,"2304 DORVAL DR,San Jose,CA,95130",6085
"5215019020","2011 Jones Ave","El Sereno Car","CA",90032,-118.187410737,34.0662208664,-118.187595728,34.0661291503,-118.187220112,34.0663532501,"0100","2011 Jones Ave,El Sereno Car,CA,90032",6037
"034-260-038","3436 SAN SONITA DR","Larkfield","CA",95403,-122.749330316,38.4716048345,-122.74956608,38.4714558541,-122.749084355,38.4717920314,NA,"3436 SAN SONITA DR,Larkfield,CA,95403",6097
"6105007099","1525 W 158th St",NA,"CA",90247,-118.302945649,33.8878398724,-118.303062755,33.8874876326,-118.302828561,33.8881923003,"010C","1525 W 158th St,NA,CA,90247",6037
"36003137","17314 E VINO AVE","REEDLEY","CA",93654,-119.478545129,36.6606118222,-119.479679398,36.6587871044,-119.477490584,36.6625016909,"70","17314 E VINO AVE,REEDLEY,CA,93654",6019
"484223001","14742 AGAVE ST","Moreno Valley","CA",92553,-117.222143815,33.9066191735,-117.222337269,33.9065199341,-117.221957351,33.9067162787,NA,"14742 AGAVE ST,Moreno Valley,CA,92553",6065
"2266027030","14057 Valley Vista Blvd","Sherman Oaks","CA",91423,-118.439706,34.1435070957,-118.439821515,34.1432475108,-118.439561252,34.1437970205,"0101","14057 Valley Vista Blvd,Sherman Oaks,CA,91423",6037
"104270010","3225 HILL CREST DR","Westwood","CA",96137,-121.097666982,40.2776368997,-121.098019381,40.2774983342,-121.097364456,40.277803262,NA,"3225 HILL CREST DR,Westwood,CA,96137",6063
"404440027","336 RIMROCK LN","Hercules","CA",94547,-122.282191252,38.0139886625,-122.282362193,38.0138029941,-122.282037072,38.014150474,NA,"336 RIMROCK LN,Hercules,CA,94547",6013
